business_size,business_time,business_industry,business_structure,business_location,business_job_openings,business_review,plat_customer_support_cnt_t3m,plat_dashboard_cnt_t3m,plat_terminal_flag,plat_trsct_acct_flag,plat_saving_acct_flag,plat_login_cnt_t1m,fin_revenue,fin_profit,fin_assets,fin_liabilities,tran_vol_t1m,tran_vol_t3m,tran_cnt_t1m,tran_cnt_t3m,tran_inflow_t3m,tran_outflow_t3m,credit_score,credit_lines_cnt,credit_current_amt,credit_default_cnt_t12m,credit_inquiry_cnt_t3m,credit_inquiry_cnt_t12m,credit_court_cnt_t12m,loan_amount,loan_late_repayment_cnt,loan_interest_rate,loan_start_date,loan_maturity_date,loan_utilization_amount,loan_last_late_date,default
small,5,hospitality,company,rural,3,4,0,0,1,1,1,5,55774,11025,532092,256564,4795,13807,100,281,12221,14104,515,4,369096,0,0,0,0,27082,0,0.17,2024-09-30,2024-10-01,22907,1900-01-01,0
medium,13,manufacturing,partnership,urban,3,2,0,0,1,1,1,11,268586,49903,969989,129178,27524,85425,0,0,63554,56964,557,6,553842,0,0,0,0,26903,1,0.16,2024-09-30,2024-10-01,2444,2024-09-30,1
small,11,retail,partnership,suburban,0,3,1,1,1,1,1,8,51299,3475,372151,66824,6187,12133,0,0,11289,12605,504,3,97257,0,0,0,1,31454,0,0.18,2024-09-30,2024-10-01,5550,1900-01-01,0
small,18,manufacturing,partnership,urban,8,4,0,0,0,1,1,11,41647,10845,138747,64787,5001,9806,100,194,11660,12664,514,1,59765,0,0,0,0,4419,1,0.18,2024-09-30,2024-10-01,1939,2024-09-30,0
small,7,retail,partnership,rural,6,2,0,0,1,1,0,13,44059,10009,134724,21547,4175,12372,100,243,13207,13646,513,5,47780,0,0,0,0,39118,0,0.19,2024-09-30,2024-10-01,3260,1900-01-01,1
medium,11,hospitality,sole trader,urban,3,5,0,2,0,1,1,6,330313,42275,922202,312926,14232,65980,0,0,68364,63403,555,7,367206,0,0,0,0,8634,0,0.12,2024-09-30,2024-10-01,2317,1900-01-01,0
medium,1,services,sole trader,suburban,7,4,3,0,1,1,0,11,300785,55327,2608851,337670,18610,35552,500,2707,64406,54715,577,9,293022,0,0,0,1,21254,0,0.11,2024-09-30,2024-10-01,1877,1900-01-01,0
small,7,retail,partnership,urban,4,1,0,0,1,1,1,10,57731,4322,424639,111109,4907,7552,0,0,16462,16857,506,4,249736,0,1,3,0,31594,0,0.15,2024-09-30,2024-10-01,1843,1900-01-01,0
small,1,services,partnership,urban,3,3,0,0,1,1,0,13,59680,7767,462160,93962,3630,19861,0,0,15092,14161,510,1,94602,0,0,0,0,20884,1,0.14,2024-09-30,2024-10-01,2576,2024-09-30,1
small,2,manufacturing,sole trader,suburban,5,4,0,0,0,1,0,2,52570,7752,433796,108114,6993,28672,100,476,14824,15550,513,5,258545,0,0,0,1,34093,2,0.13,2024-09-30,2024-10-01,17473,2024-09-30,0
small,7,retail,sole trader,rural,2,2,0,0,1,1,0,6,44062,11634,152124,68544,6584,18392,0,0,9276,9119,519,1,33927,1,0,0,0,21476,0,0.17,2024-09-30,2024-10-01,7731,1900-01-01,0
small,5,hospitality,sole trader,urban,4,4,0,0,1,1,0,11,54757,10378,321131,112419,6944,29916,0,0,12858,13812,512,2,184502,0,0,0,0,35593,0,0.14,2024-09-30,2024-10-01,13446,1900-01-01,0
small,5,services,partnership,urban,4,3,2,0,1,1,0,13,45380,9202,443643,194181,2888,3099,0,0,10240,8499,515,1,28185,0,0,0,1,18708,0,0.12,2024-09-30,2024-10-01,2338,1900-01-01,0
small,3,services,partnership,suburban,8,3,0,2,1,1,0,7,48094,9606,97378,42446,7745,9731,100,514,12778,12832,514,4,365092,0,1,3,0,38731,1,0.19,2024-09-30,2024-10-01,4519,2024-09-30,1
small,1,services,sole trader,rural,5,3,0,0,0,1,1,10,51007,11415,310665,92729,7878,10408,0,0,10630,9709,518,3,102408,0,2,6,0,24759,0,0.1,2024-09-30,2024-10-01,6052,1900-01-01,0
small,9,manufacturing,company,rural,9,4,0,1,1,1,1,8,46187,9203,104761,13085,6151,18703,100,192,12942,10915,515,1,24848,0,0,0,1,19646,0,0.11,2024-09-30,2024-10-01,1412,1900-01-01,0
large,8,hospitality,partnership,urban,8,4,1,2,0,0,1,11,910921,255762,2207388,291576,49508,58238,0,0,189211,214776,827,6,478842,0,0,0,0,28830,0,0.12,2024-09-30,2024-10-01,3083,1900-01-01,0
medium,10,retail,partnership,urban,6,4,0,2,0,0,1,14,309920,59434,2239419,670128,41744,94144,0,0,78771,86037,591,2,186534,0,0,0,0,31802,0,0.14,2024-09-30,2024-10-01,1511,1900-01-01,0
small,6,manufacturing,partnership,urban,7,3,2,0,0,1,1,14,46230,5018,398898,125383,4005,5660,0,0,13508,10811,508,8,498392,0,0,0,0,7345,0,0.19,2024-09-30,2024-10-01,3770,1900-01-01,0
small,3,services,sole trader,rural,0,3,0,0,0,1,1,10,46580,2877,223903,61512,3785,14987,100,424,9387,9028,504,4,196708,0,1,2,1,8579,0,0.19,2024-09-30,2024-10-01,448,1900-01-01,1
large,13,hospitality,partnership,suburban,4,1,0,1,0,1,1,13,1147965,186506,8747243,2851686,147006,760598,0,0,311896,270417,790,6,303300,0,1,2,0,33898,2,0.2,2024-09-30,2024-10-01,14237,2024-09-30,0
medium,4,hospitality,company,urban,8,4,0,0,1,1,0,10,320534,27281,1917250,552623,35611,197657,500,2053,67296,58649,532,1,26649,0,0,0,0,22719,0,0.16,2024-09-30,2024-10-01,3777,1900-01-01,1
large,3,hospitality,sole trader,suburban,7,4,0,2,1,1,1,8,1088316,205171,2356092,1075700,163172,542636,0,0,248493,267169,844,8,154440,1,1,1,1,31635,0,0.18,2024-09-30,2024-10-01,31635,1900-01-01,0
small,13,manufacturing,sole trader,urban,2,5,0,1,0,1,0,6,56366,4252,331345,102975,5036,22145,100,334,11370,12901,507,7,534296,0,0,0,2,47765,0,0.17,2024-09-30,2024-10-01,16054,1900-01-01,0
small,3,retail,sole trader,suburban,4,1,0,0,1,1,1,3,55463,14208,309973,142233,5395,22349,100,309,15740,12956,516,3,102753,0,0,0,0,36833,0,0.17,2024-09-30,2024-10-01,17434,1900-01-01,0
small,16,retail,company,rural,0,3,1,0,0,1,0,14,53356,15429,442214,74422,7272,41731,100,252,12389,10370,524,6,453138,0,0,0,0,8253,0,0.11,2024-09-30,2024-10-01,1267,1900-01-01,0
medium,2,retail,company,rural,5,4,0,0,0,0,1,9,324167,48739,740446,116298,43995,110770,500,2219,73457,82674,581,4,110668,0,0,0,0,43096,0,0.13,2024-09-30,2024-10-01,18675,1900-01-01,0
small,14,manufacturing,company,rural,2,2,0,0,1,1,1,15,49962,9732,161903,24500,4525,19312,0,0,11273,12907,512,5,180750,0,0,0,0,21323,0,0.16,2024-09-30,2024-10-01,13860,1900-01-01,0
medium,1,retail,sole trader,urban,4,1,0,1,0,1,0,8,290205,28035,728167,226841,14636,17230,500,2238,80362,92412,537,9,454014,0,1,3,0,3471,1,0.14,2024-09-30,2024-10-01,2100,2024-09-30,0
medium,2,services,company,rural,2,4,1,1,1,0,0,9,346838,82909,3279823,995277,17744,24483,500,656,80608,84315,599,7,379456,0,1,1,0,7390,0,0.15,2024-09-30,2024-10-01,2802,1900-01-01,0
small,3,services,partnership,rural,4,4,1,1,1,1,0,7,57866,12735,388578,97603,3425,4444,100,156,15448,15131,517,9,898344,0,0,0,1,44756,0,0.1,2024-09-30,2024-10-01,2984,1900-01-01,0
medium,15,retail,company,suburban,9,4,1,2,1,1,1,14,261267,26819,1809974,596174,19991,113634,0,0,70489,80146,534,5,107490,0,0,0,0,9154,0,0.16,2024-09-30,2024-10-01,523,1900-01-01,0
large,8,manufacturing,partnership,urban,5,2,1,0,1,0,0,6,1009226,270111,9104809,3077266,146831,785500,1000,5037,267197,248378,875,7,641046,0,0,0,0,8249,0,0.1,2024-09-30,2024-10-01,974,1900-01-01,0
small,5,hospitality,partnership,suburban,2,3,0,1,0,1,1,17,52947,8976,370587,114076,7255,37468,0,0,13409,13252,513,4,260220,0,0,0,2,36933,0,0.2,2024-09-30,2024-10-01,4432,1900-01-01,1
small,7,retail,company,suburban,0,2,1,0,0,1,0,4,47587,2676,430483,209810,3463,7741,100,257,10402,9573,504,2,42806,0,2,2,2,31367,0,0.18,2024-09-30,2024-10-01,2098,1900-01-01,0
small,1,retail,company,suburban,0,3,1,2,1,0,0,10,59509,7879,366404,50726,8188,18391,100,568,15406,16411,511,7,163926,0,0,0,0,1685,0,0.17,2024-09-30,2024-10-01,399,1900-01-01,0
small,8,retail,partnership,rural,9,4,0,1,1,1,1,15,57456,8332,398847,132076,5797,16156,0,0,12043,12426,510,2,179956,0,0,0,0,7649,0,0.17,2024-09-30,2024-10-01,314,1900-01-01,1
small,15,hospitality,company,rural,4,2,0,0,1,1,0,3,48278,12460,159426,76250,2308,12486,100,135,10815,11071,514,6,67962,0,1,3,0,20122,1,0.17,2024-09-30,2024-10-01,9977,2024-09-30,0
small,3,services,company,suburban,7,2,0,1,1,1,1,14,51693,11221,268874,88112,3716,8677,100,443,11770,13253,513,1,92723,0,0,0,0,37406,1,0.12,2024-09-30,2024-10-01,19326,2024-09-30,0
small,1,retail,company,suburban,1,5,0,1,0,1,1,12,41697,5294,194315,37892,3296,13771,0,0,11241,11631,508,2,102524,0,3,6,0,47819,1,0.16,2024-09-30,2024-10-01,7870,2024-09-30,0
medium,1,manufacturing,partnership,urban,9,1,1,0,0,1,1,16,312531,72766,2923135,589293,40746,118158,500,2475,81344,73402,616,4,84492,0,0,0,0,42277,0,0.13,2024-09-30,2024-10-01,10464,1900-01-01,0
small,13,services,partnership,suburban,8,1,0,0,1,0,1,2,44902,4132,340620,98536,7126,15092,100,227,10175,11338,505,3,237888,0,0,0,0,45371,0,0.15,2024-09-30,2024-10-01,4802,1900-01-01,1
small,10,manufacturing,partnership,rural,1,3,0,1,0,1,1,4,41590,2662,337768,50360,4701,28007,0,0,8506,8488,503,3,71274,0,0,0,0,29777,0,0.19,2024-09-30,2024-10-01,7643,1900-01-01,0
small,15,hospitality,partnership,urban,7,3,0,1,1,1,0,16,45982,3649,321392,141159,5464,7623,0,0,12475,13310,506,9,290097,0,1,3,0,17855,1,0.18,2024-09-30,2024-10-01,2343,2024-09-30,0
medium,17,hospitality,partnership,suburban,9,1,0,0,1,1,1,6,322763,22611,1313183,208923,35506,207756,500,2881,73763,87414,533,2,80398,0,1,1,0,29389,0,0.15,2024-09-30,2024-10-01,19544,1900-01-01,0
small,14,hospitality,partnership,suburban,0,5,3,1,0,1,0,10,55223,6537,383487,102411,4832,18201,0,0,16251,16031,508,9,874800,0,0,0,0,18888,0,0.19,2024-09-30,2024-10-01,5411,1900-01-01,1
medium,6,retail,sole trader,suburban,1,4,0,0,0,1,1,5,265084,41567,1021603,151381,43928,169057,0,0,69202,71336,560,3,43764,0,0,0,0,39633,0,0.15,2024-09-30,2024-10-01,2147,1900-01-01,0
large,9,manufacturing,partnership,rural,8,2,0,1,0,1,0,17,1028193,109774,2723737,1097250,145901,194693,1000,3599,244665,205802,634,1,62419,0,0,0,0,18609,0,0.19,2024-09-30,2024-10-01,10080,1900-01-01,0
small,1,manufacturing,partnership,urban,4,1,0,0,1,1,0,5,40482,7897,188075,45917,3817,6581,0,0,11237,10112,511,4,266532,0,1,3,2,32993,1,0.15,2024-09-30,2024-10-01,6369,2024-09-30,1
small,8,services,company,suburban,8,4,1,0,1,1,1,5,51325,4845,198607,70016,3331,5005,100,291,11521,10323,508,1,61230,0,0,0,0,40903,0,0.14,2024-09-30,2024-10-01,9408,1900-01-01,0
small,6,manufacturing,partnership,suburban,9,4,0,0,1,1,0,16,41678,11721,229650,94668,4882,11327,100,440,9319,8969,519,9,847431,0,0,0,0,12173,0,0.18,2024-09-30,2024-10-01,522,1900-01-01,0
small,12,services,partnership,urban,4,4,2,0,0,0,1,3,42867,5185,296867,123019,5807,17116,0,0,10315,9166,506,1,63419,0,0,0,1,42654,0,0.16,2024-09-30,2024-10-01,6842,1900-01-01,1
small,3,manufacturing,company,rural,3,5,0,1,1,1,0,13,47382,6280,224627,46942,3664,17773,100,121,12514,10375,508,3,219339,1,2,2,0,41441,1,0.15,2024-09-30,2024-10-01,5802,2024-09-30,0
small,17,retail,sole trader,urban,5,4,0,1,1,1,1,9,58666,6856,440217,170808,3624,14538,100,529,11932,10393,509,7,665889,0,0,0,0,3217,0,0.11,2024-09-30,2024-10-01,766,1900-01-01,0
medium,16,services,company,suburban,6,2,0,1,0,1,1,10,291058,54628,937834,369061,16946,79700,0,0,76490,64478,581,3,73578,0,1,2,0,42794,0,0.15,2024-09-30,2024-10-01,12847,1900-01-01,0
medium,7,hospitality,company,urban,0,5,0,0,1,1,1,14,348655,44669,2335849,968048,38966,115127,500,1574,81162,82663,568,8,404824,0,1,3,0,45395,0,0.11,2024-09-30,2024-10-01,14186,1900-01-01,0
medium,10,manufacturing,partnership,rural,8,2,0,1,1,1,1,4,337119,84025,1708829,258944,40783,66420,500,1579,73062,86578,609,8,106248,0,2,2,0,36145,0,0.12,2024-09-30,2024-10-01,12480,1900-01-01,0
small,17,manufacturing,sole trader,suburban,1,2,1,0,1,0,1,4,43824,11249,224609,89773,2666,11632,100,448,11508,10296,519,2,192160,0,1,1,0,40733,0,0.16,2024-09-30,2024-10-01,871,1900-01-01,0
small,10,retail,company,rural,8,2,1,0,0,1,0,12,41757,8712,370155,157097,2139,5508,100,342,10321,9056,514,6,399564,0,0,0,0,26732,0,0.1,2024-09-30,2024-10-01,6505,1900-01-01,0
medium,1,hospitality,company,suburban,5,1,0,0,1,1,1,5,303896,66732,1298554,554752,16052,77242,500,1760,87139,98067,587,6,474732,0,0,0,0,5282,1,0.1,2024-09-30,2024-10-01,1426,2024-09-30,0
small,2,services,partnership,rural,3,4,3,1,1,1,1,20,54786,16070,128947,63544,6069,21708,100,386,12490,11269,523,7,95095,0,0,0,0,16362,0,0.14,2024-09-30,2024-10-01,1295,1900-01-01,0
large,10,hospitality,sole trader,suburban,6,3,1,1,1,1,1,18,958005,123357,8254462,2843516,113120,221049,1000,3221,212551,227685,699,5,357830,0,0,0,0,38669,0,0.15,2024-09-30,2024-10-01,3802,1900-01-01,0
medium,16,hospitality,partnership,suburban,6,2,0,0,0,1,0,12,291893,39047,1850007,539636,43873,161010,500,913,73906,63803,544,3,33222,0,1,3,0,29115,1,0.16,2024-09-30,2024-10-01,11064,2024-09-30,1
small,1,manufacturing,sole trader,rural,7,1,0,0,1,0,1,8,57451,12569,264748,79092,2709,15963,0,0,14991,15827,518,4,181560,0,1,1,0,5415,0,0.12,2024-09-30,2024-10-01,1564,1900-01-01,0
small,18,retail,partnership,rural,1,4,0,0,1,1,0,12,54780,15959,499582,209395,3615,18931,100,456,15761,14459,527,2,124750,0,1,1,0,16589,0,0.15,2024-09-30,2024-10-01,6083,1900-01-01,1
small,17,manufacturing,partnership,suburban,6,4,0,0,1,1,0,8,52130,7686,492683,66252,2183,7803,100,228,14697,15912,512,9,66618,0,0,0,0,34077,0,0.13,2024-09-30,2024-10-01,15306,1900-01-01,0
medium,15,manufacturing,company,urban,2,4,0,0,1,1,0,8,359254,45185,2956052,1213569,51719,164815,0,0,79744,81792,566,6,361308,0,0,0,0,38829,0,0.11,2024-09-30,2024-10-01,23621,1900-01-01,0
medium,3,hospitality,sole trader,suburban,5,2,0,0,0,1,0,7,256527,75886,1756067,262748,31900,122910,500,1006,63946,66913,609,7,224294,0,0,0,0,13580,0,0.18,2024-09-30,2024-10-01,951,1900-01-01,0
small,11,manufacturing,partnership,urban,1,3,0,0,0,1,0,12,44904,10471,216475,39336,4943,22187,0,0,12615,12403,517,2,69108,0,1,2,0,17331,0,0.11,2024-09-30,2024-10-01,3109,1900-01-01,0
small,18,manufacturing,partnership,rural,7,2,0,0,1,1,1,7,57391,8088,503151,244191,3817,9114,100,282,13292,14436,511,5,132620,0,0,0,1,3029,0,0.2,2024-09-30,2024-10-01,382,1900-01-01,1
small,17,manufacturing,partnership,rural,4,3,0,2,1,1,1,11,44264,6560,375498,149510,2923,5000,0,0,12630,14482,508,2,10076,0,0,0,0,12787,0,0.12,2024-09-30,2024-10-01,1063,1900-01-01,0
large,10,retail,sole trader,suburban,6,5,0,0,0,0,0,10,824261,245141,6194775,2750291,80358,459528,1000,2570,168509,174027,814,1,19177,0,1,1,0,19488,0,0.19,2024-09-30,2024-10-01,6577,1900-01-01,1
small,1,retail,company,suburban,8,1,0,0,1,1,0,10,41792,6511,347693,51953,6708,34449,0,0,10979,11898,508,6,541680,1,1,3,1,9377,0,0.19,2024-09-30,2024-10-01,3516,1900-01-01,1
large,14,services,partnership,urban,2,2,0,1,1,0,0,13,1156205,222547,7721909,1368108,114772,688475,0,0,333620,366953,774,8,704400,0,1,3,0,26519,0,0.16,2024-09-30,2024-10-01,3536,1900-01-01,0
small,8,retail,company,rural,4,1,0,0,0,1,1,8,44454,3784,141109,62487,3591,5078,100,177,10690,11569,504,5,440735,0,0,0,0,7825,1,0.11,2024-09-30,2024-10-01,936,2024-09-30,0
large,1,manufacturing,company,rural,3,3,0,0,0,1,1,6,902442,254674,8245311,2451698,105164,142653,1000,5743,193935,177887,807,9,890010,0,0,0,0,7708,0,0.17,2024-09-30,2024-10-01,1773,1900-01-01,0
small,9,hospitality,sole trader,suburban,3,5,2,0,0,1,0,10,47016,8773,237041,93174,7361,20450,100,571,13922,14482,511,2,65356,0,1,1,0,6922,0,0.15,2024-09-30,2024-10-01,598,1900-01-01,0
medium,18,manufacturing,company,urban,3,1,0,0,1,1,1,15,349204,84701,1827586,256134,24269,68772,500,1579,92713,77358,609,5,369730,0,1,1,0,25447,0,0.1,2024-09-30,2024-10-01,21524,1900-01-01,0
small,2,hospitality,partnership,rural,0,2,0,1,1,1,0,3,54634,13604,354818,59812,6793,30647,100,508,11955,13183,519,6,303966,0,1,2,0,41000,0,0.11,2024-09-30,2024-10-01,4817,1900-01-01,0
small,16,retail,partnership,suburban,9,5,0,1,1,1,1,9,40096,11131,288642,111298,5077,11536,100,384,10001,8693,513,5,217510,0,1,2,0,6449,0,0.2,2024-09-30,2024-10-01,339,1900-01-01,1
medium,16,manufacturing,sole trader,urban,0,5,2,0,1,0,1,7,340298,24908,2984302,1050092,48667,147577,500,1560,71874,59014,528,7,566461,0,1,1,1,23514,0,0.19,2024-09-30,2024-10-01,21633,1900-01-01,1
small,12,manufacturing,company,rural,9,5,0,0,1,0,1,13,42371,10005,197874,43138,5482,23526,0,0,12177,11199,516,3,90768,0,2,2,0,15257,0,0.18,2024-09-30,2024-10-01,2034,1900-01-01,1
medium,17,manufacturing,partnership,urban,0,4,1,1,1,1,1,10,285921,15355,1974332,401060,15787,53681,0,0,62636,68113,521,9,429354,0,0,0,0,20622,0,0.18,2024-09-30,2024-10-01,2492,1900-01-01,1
large,10,manufacturing,company,urban,3,4,0,0,0,1,0,5,910988,102350,4997968,1115775,44448,81277,1000,3349,231053,253045,634,6,419820,0,0,0,1,24169,0,0.2,2024-09-30,2024-10-01,24008,1900-01-01,0
small,12,services,partnership,suburban,6,4,1,0,1,1,0,17,41481,3878,269421,60758,5930,19739,100,188,11572,10624,505,3,31962,0,2,2,0,21307,0,0.2,2024-09-30,2024-10-01,2770,1900-01-01,0
small,3,manufacturing,sole trader,urban,3,2,0,0,0,0,1,2,50145,12281,383092,117807,3811,21944,100,537,10713,10154,520,2,125804,0,1,1,2,35732,1,0.12,2024-09-30,2024-10-01,5092,2024-09-30,0
medium,13,hospitality,company,urban,6,4,0,1,1,1,0,5,316645,19285,919033,362412,24529,81595,500,1195,67478,74209,527,2,75038,0,1,2,0,20238,0,0.11,2024-09-30,2024-10-01,1304,1900-01-01,0
medium,4,retail,partnership,suburban,1,4,0,0,0,1,1,8,308773,79488,2433727,822245,31300,138819,500,2476,72465,70971,599,3,246954,0,3,9,0,6315,0,0.15,2024-09-30,2024-10-01,142,1900-01-01,0
small,18,hospitality,sole trader,suburban,9,1,1,1,1,1,1,5,46296,2622,127470,26890,6930,13106,100,212,12170,11316,503,6,455058,0,0,0,0,27939,0,0.13,2024-09-30,2024-10-01,1711,1900-01-01,0
medium,17,manufacturing,sole trader,suburban,7,2,0,1,1,1,1,13,258840,40915,1725396,781765,36315,87375,0,0,51877,43004,567,5,489200,0,0,0,0,24787,0,0.2,2024-09-30,2024-10-01,3925,1900-01-01,0
small,10,hospitality,sole trader,suburban,3,3,0,1,1,1,1,7,48993,12968,275941,45716,2578,9989,0,0,11124,9264,519,5,197220,0,0,0,0,19254,1,0.11,2024-09-30,2024-10-01,317,2024-09-30,0
small,8,retail,company,suburban,0,4,0,1,1,1,1,7,57720,4278,497077,163429,6153,9548,100,172,13882,14801,505,2,169994,0,0,0,0,15505,0,0.14,2024-09-30,2024-10-01,2946,1900-01-01,0
small,19,services,sole trader,suburban,7,2,0,0,0,1,0,6,54183,13939,291629,39546,2764,3823,100,119,11777,10861,521,4,361900,0,2,4,0,49096,0,0.12,2024-09-30,2024-10-01,2455,1900-01-01,0
small,1,hospitality,partnership,suburban,4,4,1,0,1,0,1,4,58066,12340,260250,106983,6445,20888,0,0,12676,12803,516,6,508410,0,0,0,0,15764,0,0.15,2024-09-30,2024-10-01,1222,1900-01-01,1
small,14,services,company,suburban,8,3,0,0,1,1,0,12,52318,14208,521758,157217,6387,23630,100,502,15383,13150,520,6,491808,0,0,0,0,32520,1,0.16,2024-09-30,2024-10-01,4625,2024-09-30,0
medium,13,hospitality,company,suburban,9,5,0,1,1,1,1,15,344427,23003,904142,310258,44328,104075,0,0,76356,83227,527,3,217662,0,0,0,2,44049,1,0.12,2024-09-30,2024-10-01,2447,2024-09-30,0
small,7,manufacturing,company,rural,3,3,0,2,1,1,1,20,58001,9694,514174,187369,6378,34194,100,406,13868,14073,516,1,57243,0,0,0,0,7119,0,0.15,2024-09-30,2024-10-01,4651,1900-01-01,0
small,10,services,sole trader,rural,5,3,0,1,1,0,0,5,55493,10183,380033,46744,3017,17280,100,103,15773,13282,513,9,401031,0,1,2,0,12059,0,0.19,2024-09-30,2024-10-01,1286,1900-01-01,1
small,7,retail,company,rural,0,3,1,0,1,1,1,16,46147,4301,278045,59000,3981,11426,100,252,10400,8470,506,6,438324,0,0,0,0,47206,0,0.14,2024-09-30,2024-10-01,11408,1900-01-01,0
small,13,retail,partnership,suburban,3,2,0,0,0,1,1,17,55990,15923,163481,42858,4867,6931,100,436,15707,15060,526,9,368946,0,0,0,0,14365,1,0.13,2024-09-30,2024-10-01,3023,2024-09-30,0
medium,12,services,partnership,urban,4,4,0,0,1,1,0,16,267086,19830,661360,209945,41297,150403,500,1635,74377,89049,523,6,485994,0,1,3,0,46873,0,0.17,2024-09-30,2024-10-01,4453,1900-01-01,0
small,3,manufacturing,sole trader,urban,4,3,0,0,0,1,1,3,50252,3605,483717,114695,6262,22014,0,0,10703,10018,504,7,57652,0,0,0,0,23743,0,0.18,2024-09-30,2024-10-01,12910,1900-01-01,0
medium,16,retail,sole trader,suburban,5,5,1,1,0,1,0,18,275827,79948,1592097,219733,42691,158273,500,1022,62344,66076,613,3,99402,0,0,0,0,44331,0,0.19,2024-09-30,2024-10-01,16790,1900-01-01,0
medium,7,hospitality,partnership,suburban,0,3,0,0,1,1,1,8,312723,32716,2105894,434609,45141,96500,0,0,90971,90195,549,8,68824,0,0,0,0,42114,0,0.12,2024-09-30,2024-10-01,10072,1900-01-01,0
medium,4,services,partnership,suburban,6,5,1,0,1,0,1,7,352514,49538,2386248,340380,27011,143627,500,1439,73675,76626,568,1,24285,0,0,0,1,33410,0,0.16,2024-09-30,2024-10-01,6891,1900-01-01,1
small,9,manufacturing,partnership,suburban,1,3,0,0,1,1,1,10,45540,13579,262177,58419,5199,30934,100,522,11428,11560,519,5,403895,0,0,0,0,4034,0,0.11,2024-09-30,2024-10-01,915,1900-01-01,0
small,17,services,company,suburban,4,3,0,0,1,1,0,13,46568,8923,224885,104390,4202,12009,0,0,11480,9438,510,3,51816,0,0,0,1,13839,0,0.18,2024-09-30,2024-10-01,4428,1900-01-01,1
small,10,retail,company,rural,9,4,1,1,1,0,1,14,48025,12464,326492,108528,4663,12898,100,213,11456,10022,519,6,81168,0,1,2,0,30337,0,0.12,2024-09-30,2024-10-01,12944,1900-01-01,0
small,12,services,company,rural,8,3,0,1,1,1,0,12,47315,7036,458236,75485,5063,23767,100,379,13027,13893,511,4,236956,0,0,0,0,1925,1,0.11,2024-09-30,2024-10-01,380,2024-09-30,0
large,1,manufacturing,company,rural,4,4,1,0,1,1,0,15,1110141,252298,9661458,1436730,169701,398216,0,0,318888,371998,801,2,95022,0,0,0,0,28429,0,0.12,2024-09-30,2024-10-01,3483,1900-01-01,0
small,14,hospitality,partnership,suburban,8,3,0,0,1,1,1,16,52251,12473,347247,146508,6905,20514,0,0,15016,13406,515,4,326112,0,0,0,2,35896,0,0.13,2024-09-30,2024-10-01,5504,1900-01-01,0
small,4,manufacturing,company,urban,9,4,0,2,1,1,1,10,55511,10329,337835,83824,6634,7843,0,0,11864,12230,517,5,94420,0,2,6,0,4989,0,0.18,2024-09-30,2024-10-01,305,1900-01-01,0
medium,16,services,partnership,suburban,5,5,0,0,0,0,0,5,260059,31385,2174247,1019920,21702,39252,0,0,75928,90164,543,5,424755,0,1,1,0,16048,0,0.18,2024-09-30,2024-10-01,6085,1900-01-01,0
small,18,hospitality,partnership,rural,3,5,0,0,1,1,1,4,47249,7122,169569,71726,6427,22156,100,466,9997,10665,512,5,428920,0,2,6,0,36787,0,0.13,2024-09-30,2024-10-01,35867,1900-01-01,0
medium,6,retail,partnership,urban,8,4,0,0,1,1,1,2,253685,16202,1396532,337259,34646,111734,500,1972,54611,50950,519,2,98526,0,0,0,1,5226,0,0.17,2024-09-30,2024-10-01,1916,1900-01-01,1
small,6,hospitality,company,urban,5,2,0,1,0,1,1,13,48683,4725,180641,74376,5553,31681,0,0,14121,15186,506,4,71280,0,1,1,0,36908,0,0.16,2024-09-30,2024-10-01,6582,1900-01-01,1
medium,13,retail,partnership,urban,9,1,2,0,1,1,1,9,354582,20768,1087960,488881,46514,130221,0,0,89752,96294,532,3,84378,0,1,2,0,13866,0,0.18,2024-09-30,2024-10-01,797,1900-01-01,0
small,13,retail,sole trader,suburban,2,2,0,0,1,1,1,6,46367,8372,230142,39242,1957,8384,100,556,13723,11440,513,6,410898,0,0,0,0,1081,0,0.11,2024-09-30,2024-10-01,862,1900-01-01,0
large,3,manufacturing,partnership,suburban,7,3,0,3,1,0,1,13,987939,192086,7402657,1972630,55544,169516,0,0,292217,312128,818,9,255015,0,0,0,0,49005,0,0.1,2024-09-30,2024-10-01,12016,1900-01-01,0
medium,18,services,partnership,urban,3,4,0,1,1,1,1,5,263395,28392,908350,134451,11657,50501,500,1984,55055,49892,533,7,359940,0,0,0,0,35461,0,0.14,2024-09-30,2024-10-01,22134,1900-01-01,0
medium,4,manufacturing,sole trader,rural,6,2,0,0,1,1,0,7,245799,62701,738963,282282,15226,64817,0,0,72483,68050,580,3,137139,0,0,0,0,37866,2,0.17,2024-09-30,2024-10-01,6059,2024-09-30,1
small,6,services,company,urban,5,4,0,1,1,1,0,5,46988,12666,198024,26837,5840,33713,0,0,10407,9523,520,9,724284,0,0,0,0,30604,0,0.11,2024-09-30,2024-10-01,5177,1900-01-01,0
